"","names","means","spread"
"","text","3.13076933014122","0.151915984100135"
"conditionvi","visual","3.28404279697363","0.152105010453652"
"conditionst","stepper","3.5166486932331","0.152105010453652"
"conditionsc","scroller","3.48513395258443","0.152105010453652"
