"","names","means","spread"
"","text","3.13076933014122","0.185839832220171"
"conditionvi","visual","3.2109876875441","0.176563035529137"
"conditionst","stepper","3.54606047334506","0.176563035529137"
"conditionsc","scroller","3.32627883074795","0.176563035529137"
