"","names","means","spread"
"","text","3.13076933014122","0.184857326903602"
"conditionvi","visual","3.35875384794778","0.21859360020548"
"conditionst","stepper","3.90303041323842","0.21859360020548"
"conditionsc","scroller","3.76310782420573","0.21859360020548"
