"","names","means","spread"
"","text","3.13076933014122","0.179904297460568"
"conditionvi","visual","3.40586622212316","0.178912505847641"
"conditionst","stepper","3.67223100904277","0.178912505847641"
"conditionsc","scroller","3.68177186136433","0.178912505847641"
