"","names","means","spread"
"","text","3.13076933014122","0.174896656460981"
"conditionvi","visual","3.23776513101287","0.193282296463729"
"conditionst","stepper","3.65268114844523","0.193282296463729"
"conditionsc","scroller","3.63766015280332","0.193282296463729"
