"","names","means","spread"
"","text","3.13076933014122","0.173209840026414"
"conditionvi","visual","3.22794363618707","0.16338312662351"
"conditionst","stepper","3.4835950240954","0.16338312662351"
"conditionsc","scroller","3.52470990882819","0.16338312662351"
