"","names","means","spread"
"","text","3.13076933014122","0.167457217609419"
"conditionvi","visual","3.33488804052626","0.18554523992171"
"conditionst","stepper","3.66606610610384","0.18554523992171"
"conditionsc","scroller","3.6061740246357","0.18554523992171"
