"","names","means","spread"
"","text","3.13076933014122","0.167319079405636"
"conditionvi","visual","3.30576933014127","0.180218555877056"
"conditionst","stepper","3.74151798524581","0.180218555877056"
"conditionsc","scroller","3.63443933573585","0.180218555877056"
